software,
computer software,
package,
software package,
software program,
software system,
computing,
computer code,

cad,
compatible software,
computer-aided design,
computer program,
computer programme,
database management system,
dbms,
freeware,
groupware,
malware,
operating system,
os,
plug-in,
program,
programme,
shareware,
shrink-wrapped software,
software documentation,
spyware,
subprogram,
supervisory software,
add-on,
alpha software,
authoring language,
beta software,
